epoch,loss_fcn,model,test_loss,train_loss
956,MSE,Mog,0.10923768803477288,0.00038830723406135803
957,MSE,Mog,0.1115266527980566,0.0005249693977020797
958,MSE,Mog,0.10873580612242222,0.0007025156846793834
959,MSE,Mog,0.10770155377686023,0.000373312323972641
960,MSE,Mog,0.10904448069632053,0.0003063369749725098
961,MSE,Mog,0.10913318917155265,0.00037853938920306973
962,MSE,Mog,0.10936864428222179,0.0003089265210292069
963,MSE,Mog,0.10871365815401077,0.0003392607031855732
964,MSE,Mog,0.10997171066701412,0.00030741444425075315
965,MSE,Mog,0.11136149726808071,0.00036336498487798963
966,MSE,Mog,0.11148040182888508,0.00041727958523551933
967,MSE,Mog,0.1100127074867487,0.00048202968173427507
968,MSE,Mog,0.1093236692249775,0.0004870835655310657
969,MSE,Mog,0.10843981727957726,0.00042672883137129247
970,MSE,Mog,0.11006801277399063,0.0005025158388889395
971,MSE,Mog,0.11188102252781391,0.0005235698517935816
972,MSE,Mog,0.11119579784572124,0.0006405193289538147
973,MSE,Mog,0.1102664265781641,0.0005616471953544533
974,MSE,Mog,0.1099364548921585,0.0002642960480443435
975,MSE,Mog,0.11071573309600354,0.0004588920546666486
976,MSE,Mog,0.10985265728086233,0.0004409502780617913
977,MSE,Mog,0.10976603217422962,0.0002986998842970934
978,MSE,Mog,0.11105813533067703,0.00019060996419284493
979,MSE,Mog,0.11074892319738865,0.00020746186055475846
980,MSE,Mog,0.10904576405882835,0.0002410442148175207
981,MSE,Mog,0.10913199223577977,0.0002667408052730025
982,MSE,Mog,0.11031713895499706,0.0002682737904251553
983,MSE,Mog,0.10960146859288215,0.0004659934711526148
984,MSE,Mog,0.10941923782229424,0.0005387625678849872
985,MSE,Mog,0.10981557630002499,0.000496738819492748
986,MSE,Mog,0.10805468298494816,0.0004978636752639432
987,MSE,Mog,0.11071959994733334,0.0004681360660470091
988,MSE,Mog,0.11348803862929344,0.0013648334715981036
989,MSE,Mog,0.11209314204752445,0.001049953807523707
990,MSE,Mog,0.10888032130897045,0.003853892660117708
991,MSE,Mog,0.11131884567439557,0.003375875632627867
992,MSE,Mog,0.1079846715554595,0.002080816382658668
993,MSE,Mog,0.11017239801585674,0.0021306248891050927
994,MSE,Mog,0.11274881511926652,0.0016124847461469471
995,MSE,Mog,0.10903903543949127,0.0009377916649100371
996,MSE,Mog,0.1106336884200573,0.0013092670633341186
997,MSE,Mog,0.11022795476019383,0.0016951484758465085
998,MSE,Mog,0.10846159867942333,0.0010982355233863927
999,MSE,Mog,0.10973891913890839,0.0007395489046757575
1000,MSE,Mog,0.1100265558809042,0.0005437454492493998
